pair,country_code_alpha2_A,country_code_alpha2_B,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
"('DK', 'CZ')",DK,CZ,0.9642251520865108,DNK,CZE
"('SE', 'SK')",SE,SK,0.9639983854477232,SWE,SVK
"('SK', 'NO')",SK,NO,0.9639318418271684,SVK,NOR
"('SE', 'IS')",SE,IS,0.9639223357673848,SWE,ISL
"('PE', 'CA')",PE,CA,0.9637998578391778,PER,CAN
"('SC', 'GR')",SC,GR,0.9635779414978106,SYC,GRC
"('US', 'BE')",US,BE,0.963522837505985,USA,BEL
"('SE', 'BR')",SE,BR,0.9633722306922866,SWE,BRA
"('FR', 'SK')",FR,SK,0.9632488664634581,FRA,SVK
"('DZ', 'GR')",DZ,GR,0.9631381189074576,DZA,GRC
"('CZ', 'AT')",CZ,AT,0.9631264921350895,CZE,AUT
"('NO', 'BR')",NO,BR,0.963074311048618,NOR,BRA
"('SK', 'IS')",SK,IS,0.9630041426580725,SVK,ISL
"('US', 'GR')",US,GR,0.9628033161476823,USA,GRC
"('CO', 'SE')",CO,SE,0.962743665048392,COL,SWE
"('FR', 'SC')",FR,SC,0.9626991075432436,FRA,SYC
"('CO', 'NO')",CO,NO,0.9625781212527135,COL,NOR
"('FI', 'PT')",FI,PT,0.9623994558288842,FIN,PRT
"('RO', 'BR')",RO,BR,0.9622810958000154,ROU,BRA
"('PL', 'SC')",PL,SC,0.962136561977367,POL,SYC
"('LU', 'IS')",LU,IS,0.962088070863286,LUX,ISL
"('MD', 'GR')",MD,GR,0.9617615405548214,MDA,GRC
"('MD', 'DZ')",MD,DZ,0.9613688129440597,MDA,DZA
"('LU', 'SC')",LU,SC,0.9611719090048936,LUX,SYC
"('CO', 'PT')",CO,PT,0.9610844825050113,COL,PRT
"('HU', 'PT')",HU,PT,0.9610382122803233,HUN,PRT
"('LT', 'BE')",LT,BE,0.9607786844163109,LTU,BEL
"('AU', 'CZ')",AU,CZ,0.9607744314145796,AUS,CZE
"('CA', 'IS')",CA,IS,0.9606235327332001,CAN,ISL
"('LT', 'DZ')",LT,DZ,0.9604410020119779,LTU,DZA
"('NL', 'CR')",NL,CR,0.9600989578059697,NLD,CRI
"('ES', 'GR')",ES,GR,0.9600749791987858,ESP,GRC
"('MX', 'DZ')",MX,DZ,0.9600622326176501,MEX,DZA
"('CO', 'PL')",CO,PL,0.9599730767101265,COL,POL
"('LT', 'GR')",LT,GR,0.9598287923190336,LTU,GRC
"('FI', 'DK')",FI,DK,0.9597889334457136,FIN,DNK
"('HU', 'FI')",HU,FI,0.9596498759610785,HUN,FIN
"('ZA', 'CZ')",ZA,CZ,0.959318715135435,ZAF,CZE
"('PL', 'BR')",PL,BR,0.9591386617836493,POL,BRA
"('JP', 'PT')",JP,PT,0.9590624942853381,JPN,PRT
"('JP', 'BE')",JP,BE,0.9590277322511539,JPN,BEL
"('MX', 'CR')",MX,CR,0.9589329562404235,MEX,CRI
"('KE', 'GR')",KE,GR,0.9589099799440927,KEN,GRC
"('NZ', 'DZ')",NZ,DZ,0.9586430662427721,NZL,DZA
"('PE', 'NO')",PE,NO,0.9586135974911206,PER,NOR
"('CL', 'FI')",CL,FI,0.958557233871603,CHL,FIN
"('SK', 'LU')",SK,LU,0.9585286729524922,SVK,LUX
"('BE', 'SC')",BE,SC,0.9584874215702088,BEL,SYC
"('PE', 'SE')",PE,SE,0.9584327529607781,PER,SWE
"('PT', 'BR')",PT,BR,0.9582075277496266,PRT,BRA
"('ES', 'PT')",ES,PT,0.9581385799498203,ESP,PRT
"('JP', 'GR')",JP,GR,0.9580055734622354,JPN,GRC
"('FR', 'BR')",FR,BR,0.9579481081744178,FRA,BRA
"('US', 'PT')",US,PT,0.9578423242006799,USA,PRT
"('SK', 'GR')",SK,GR,0.9576050903729812,SVK,GRC
"('NO', 'FI')",NO,FI,0.957508888005738,NOR,FIN
"('PE', 'PL')",PE,PL,0.9574626169100278,PER,POL
"('CO', 'RO')",CO,RO,0.9574208851174483,COL,ROU
"('PE', 'PT')",PE,PT,0.9573202255422688,PER,PRT
"('IS', 'DZ')",IS,DZ,0.9572579257421923,ISL,DZA
"('KE', 'BE')",KE,BE,0.9572495719162808,KEN,BEL
"('IS', 'PL')",IS,PL,0.9572464005405886,ISL,POL
"('ZA', 'IS')",ZA,IS,0.9570136321506135,ZAF,ISL
"('JP', 'DZ')",JP,DZ,0.9569238913997503,JPN,DZA
"('MX', 'GR')",MX,GR,0.9568143453023047,MEX,GRC
"('MX', 'BE')",MX,BE,0.9564688909234387,MEX,BEL
"('RS', 'FI')",RS,FI,0.956409990281808,SRB,FIN
"('KE', 'DZ')",KE,DZ,0.9561845065672071,KEN,DZA
"('NO', 'CZ')",NO,CZ,0.9561467891814075,NOR,CZE
"('NZ', 'FI')",NZ,FI,0.956136274344521,NZL,FIN
"('PL', 'DZ')",PL,DZ,0.9556818703498426,POL,DZA
"('DZ', 'AT')",DZ,AT,0.9554997407185918,DZA,AUT
"('CO', 'FR')",CO,FR,0.9553395325161064,COL,FRA
"('MX', 'FI')",MX,FI,0.9553262030464701,MEX,FIN
"('NZ', 'BE')",NZ,BE,0.9552331932413772,NZL,BEL
"('SK', 'BE')",SK,BE,0.9550273488773142,SVK,BEL
"('CO', 'LU')",CO,LU,0.9548982444029115,COL,LUX
"('RO', 'PE')",RO,PE,0.9545068258590172,ROU,PER
"('LU', 'BR')",LU,BR,0.9543356327427869,LUX,BRA
"('FR', 'IS')",FR,IS,0.9543041091183743,FRA,ISL
"('LT', 'FI')",LT,FI,0.9541410455218615,LTU,FIN
"('NZ', 'GR')",NZ,GR,0.9537559466168277,NZL,GRC
"('MD', 'FI')",MD,FI,0.9532336367105185,MDA,FIN
"('CZ', 'CR')",CZ,CR,0.9520331692640648,CZE,CRI
"('MD', 'PT')",MD,PT,0.951894583409881,MDA,PRT
"('SK', 'CR')",SK,CR,0.9517799879278895,SVK,CRI
"('RO', 'IS')",RO,IS,0.9517025880563245,ROU,ISL
"('PE', 'FR')",PE,FR,0.9516482379660127,PER,FRA
"('US', 'FI')",US,FI,0.951413932744606,USA,FIN
"('IS', 'CR')",IS,CR,0.9509038724315144,ISL,CRI
"('MX', 'ZA')",MX,ZA,0.9508088138243499,MEX,ZAF
"('PE', 'LU')",PE,LU,0.9506555603900133,PER,LUX
"('DZ', 'SC')",DZ,SC,0.9505910796414644,DZA,SYC
"('CO', 'GR')",CO,GR,0.9496017121432281,COL,GRC
"('PT', 'DK')",PT,DK,0.9484247312048534,PRT,DNK
"('NZ', 'ZA')",NZ,ZA,0.9478780260852485,NZL,ZAF
"('CO', 'BE')",CO,BE,0.9475401567499411,COL,BEL
"('SK', 'CZ')",SK,CZ,0.9475366493135631,SVK,CZE
"('IL', 'CR')",IL,CR,0.947377247395101,ISR,CRI
"('CO', 'DZ')",CO,DZ,0.947325142263878,COL,DZA
"('SE', 'CZ')",SE,CZ,0.9471252720920764,SWE,CZE
"('JP', 'FI')",JP,FI,0.9465870457208831,JPN,FIN
"('MY', 'IS')",MY,IS,0.9463617100676329,MYS,ISL
"('CL', 'IS')",CL,IS,0.9461062311537988,CHL,ISL
"('PE', 'GR')",PE,GR,0.9458784529041397,PER,GRC
"('SE', 'FI')",SE,FI,0.94579239909468,SWE,FIN
"('LU', 'FI')",LU,FI,0.9456826282932631,LUX,FIN
"('KE', 'FI')",KE,FI,0.9455207180184029,KEN,FIN
"('DZ', 'BR')",DZ,BR,0.9455172518327591,DZA,BRA
"('MY', 'CZ')",MY,CZ,0.9454987370510766,MYS,CZE
"('SK', 'DZ')",SK,DZ,0.9453313614019466,SVK,DZA
"('PT', 'SC')",PT,SC,0.9451460817599308,PRT,SYC
"('BE', 'IS')",BE,IS,0.9449943022952498,BEL,ISL
"('LU', 'CZ')",LU,CZ,0.9448035417748047,LUX,CZE
"('LT', 'ZA')",LT,ZA,0.9446169212182522,LTU,ZAF
"('BR', 'GR')",BR,GR,0.9445748103491688,BRA,GRC
"('CZ', 'PL')",CZ,PL,0.9442294311922468,CZE,POL
"('BE', 'BR')",BE,BR,0.9439756309583289,BEL,BRA
"('IS', 'GR')",IS,GR,0.9439244174070888,ISL,GRC
"('AU', 'PT')",AU,PT,0.9434920170390787,AUS,PRT
"('PT', 'AT')",PT,AT,0.9431111583104683,PRT,AUT
"('PE', 'DZ')",PE,DZ,0.9428108326825737,PER,DZA
"('NZ', 'CL')",NZ,CL,0.9427376755276884,NZL,CHL
"('PE', 'BE')",PE,BE,0.9426843241769209,PER,BEL
"('AU', 'FI')",AU,FI,0.942495692822421,AUS,FIN
"('CA', 'CZ')",CA,CZ,0.9422774215667999,CAN,CZE
"('CL', 'PT')",CL,PT,0.9419878315109974,CHL,PRT
"('CL', 'CZ')",CL,CZ,0.9418853376157417,CHL,CZE
"('ES', 'CL')",ES,CL,0.9418848460233641,ESP,CHL
"('CZ', 'DZ')",CZ,DZ,0.9413618840354072,CZE,DZA
"('CO', 'ZA')",CO,ZA,0.941249525544164,COL,ZAF
"('PE', 'ZA')",PE,ZA,0.9410602887916244,PER,ZAF
"('FI', 'DZ')",FI,DZ,0.9408013005622322,FIN,DZA
"('FI', 'MY')",FI,MY,0.9400767440912411,FIN,MYS
"('MY', 'IL')",MY,IL,0.9400583967529728,MYS,ISR
"('LT', 'CL')",LT,CL,0.9397903114584744,LTU,CHL
"('KE', 'ZA')",KE,ZA,0.9392646641457152,KEN,ZAF
"('NL', 'ZA')",NL,ZA,0.9388830250185298,NLD,ZAF
"('CL', 'IL')",CL,IL,0.9381145974291057,CHL,ISR
"('SK', 'PT')",SK,PT,0.9378449626176051,SVK,PRT
"('FI', 'BR')",FI,BR,0.9374451173805244,FIN,BRA
"('NL', 'CL')",NL,CL,0.9372239066390733,NLD,CHL
"('ZA', 'IL')",ZA,IL,0.9371558448956513,ZAF,ISR
"('MX', 'MY')",MX,MY,0.9370558686463124,MEX,MYS
"('NO', 'PT')",NO,PT,0.9369023869528945,NOR,PRT
"('HU', 'CL')",HU,CL,0.9366567792248268,HUN,CHL
"('ZA', 'BR')",ZA,BR,0.9364890254773908,ZAF,BRA
"('CO', 'FI')",CO,FI,0.9362409042037326,COL,FIN
"('US', 'ZA')",US,ZA,0.9350214501643695,USA,ZAF
"('FR', 'CZ')",FR,CZ,0.9350171346675189,FRA,CZE
"('CL', 'MD')",CL,MD,0.934943235011038,CHL,MDA
"('NL', 'MY')",NL,MY,0.9346827293440572,NLD,MYS
"('ZA', 'HU')",ZA,HU,0.9338097663376681,ZAF,HUN
"('JP', 'ZA')",JP,ZA,0.9337743355192679,JPN,ZAF
"('RO', 'CZ')",RO,CZ,0.9336674436158449,ROU,CZE
"('CA', 'CR')",CA,CR,0.93354943731913,CAN,CRI
"('US', 'CL')",US,CL,0.9332377465296063,USA,CHL
"('MX', 'CL')",MX,CL,0.9328949437403131,MEX,CHL
"('DK', 'CR')",DK,CR,0.9325867194718839,DNK,CRI
"('PE', 'FI')",PE,FI,0.9319498060621495,PER,FIN
"('KE', 'CL')",KE,CL,0.9315464933950568,KEN,CHL
"('VN', 'RS')",VN,RS,0.9308851855128201,VNM,SRB
"('JP', 'CL')",JP,CL,0.9308777988700411,JPN,CHL
"('FR', 'FI')",FR,FI,0.9306004006517907,FRA,FIN
"('ZA', 'SC')",ZA,SC,0.9299779914328355,ZAF,SYC
"('ES', 'ZA')",ES,ZA,0.9289774869077414,ESP,ZAF
"('CO', 'CL')",CO,CL,0.9281380189246937,COL,CHL
"('SE', 'CR')",SE,CR,0.9277433525268567,SWE,CRI
"('PL', 'CR')",PL,CR,0.9275637151286419,POL,CRI
"('FI', 'AT')",FI,AT,0.9274077956727947,FIN,AUT
"('ID', 'LI')",ID,LI,0.9272957738021771,IDN,LIE
"('NZ', 'MY')",NZ,MY,0.9272418440532195,NZL,MYS
"('MY', 'DK')",MY,DK,0.9266587896148176,MYS,DNK
"('PT', 'CR')",PT,CR,0.9265358984310849,PRT,CRI
"('HU', 'MY')",HU,MY,0.9265327028003663,HUN,MYS
"('PE', 'CL')",PE,CL,0.9264698066062386,PER,CHL
"('PT', 'DZ')",PT,DZ,0.92608970782902,PRT,DZA
"('FI', 'SC')",FI,SC,0.9260677618733574,FIN,SYC
"('SE', 'PT')",SE,PT,0.92601299532611,SWE,PRT
"('CL', 'RS')",CL,RS,0.925923474909835,CHL,SRB
"('CA', 'FI')",CA,FI,0.9255411734873432,CAN,FIN
"('BE', 'CZ')",BE,CZ,0.9250486296129852,BEL,CZE
"('PT', 'PL')",PT,PL,0.9250187000387884,PRT,POL
"('BZ', 'FI')",BZ,FI,0.9250067367619763,BLZ,FIN
"('LT', 'MY')",LT,MY,0.9248490164219946,LTU,MYS
"('ZA', 'MD')",ZA,MD,0.9248358793952067,ZAF,MDA
"('NO', 'CR')",NO,CR,0.9247521988375687,NOR,CRI
"('LU', 'PT')",LU,PT,0.9247502580649041,LUX,PRT
"('ZA', 'AT')",ZA,AT,0.9246362210551222,ZAF,AUT
"('FI', 'PL')",FI,PL,0.9243444347069202,FIN,POL
"('RO', 'FI')",RO,FI,0.9243019839092508,ROU,FIN
"('RO', 'CR')",RO,CR,0.9242189651860832,ROU,CRI
"('ID', 'PT')",ID,PT,0.924079877403474,IDN,PRT
"('ES', 'MY')",ES,MY,0.923952444659434,ESP,MYS
"('CL', 'BR')",CL,BR,0.9238234610208311,CHL,BRA
"('BZ', 'ES')",BZ,ES,0.9234130370758008,BLZ,ESP
"('CZ', 'GR')",CZ,GR,0.9226531833384377,CZE,GRC
"('AU', 'CL')",AU,CL,0.9219274277820843,AUS,CHL
"('VN', 'MY')",VN,MY,0.9217592700123627,VNM,MYS
"('RS', 'PT')",RS,PT,0.9209125454489114,SRB,PRT
"('RS', 'MY')",RS,MY,0.9206135142560065,SRB,MYS
"('CL', 'DK')",CL,DK,0.9205489458040338,CHL,DNK
"('CL', 'SC')",CL,SC,0.9203528753710376,CHL,SYC
"('BZ', 'SE')",BZ,SE,0.9201958456161493,BLZ,SWE
"('NO', 'MY')",NO,MY,0.920063303705531,NOR,MYS
"('FR', 'CR')",FR,CR,0.9193950888711079,FRA,CRI
"('SK', 'FI')",SK,FI,0.9192395208322888,SVK,FIN
"('CA', 'PT')",CA,PT,0.9188960884102176,CAN,PRT
"('FI', 'BE')",FI,BE,0.9184352036644832,FIN,BEL
"('US', 'MY')",US,MY,0.9182144025910115,USA,MYS
"('BZ', 'NO')",BZ,NO,0.9181645573915254,BLZ,NOR
"('ZA', 'FI')",ZA,FI,0.917739719030419,ZAF,FIN
"('AU', 'ZA')",AU,ZA,0.9169666795415471,AUS,ZAF
"('BZ', 'LU')",BZ,LU,0.9167949557339831,BLZ,LUX
"('BZ', 'AD')",BZ,AD,0.9166129162506333,BLZ,AND
"('TW', 'MD')",TW,MD,0.9162568475921672,TWN,MDA
"('ES', 'TW')",ES,TW,0.9157235541196646,ESP,TWN
"('ZA', 'CR')",ZA,CR,0.9155719291317591,ZAF,CRI
"('JP', 'MY')",JP,MY,0.9150088684222931,JPN,MYS
"('ZA', 'SK')",ZA,SK,0.9148589362817485,ZAF,SVK
"('CL', 'NO')",CL,NO,0.9143670873529509,CHL,NOR
"('KE', 'MY')",KE,MY,0.9142549916532177,KEN,MYS
"('RS', 'IS')",RS,IS,0.9138144134190078,SRB,ISL
"('LU', 'CR')",LU,CR,0.912928466821165,LUX,CRI
"('CL', 'AT')",CL,AT,0.9124144460900087,CHL,AUT
"('FR', 'PT')",FR,PT,0.9123324429630401,FRA,PRT
"('ZA', 'CL')",ZA,CL,0.9122569428723183,ZAF,CHL
"('MD', 'MY')",MD,MY,0.9119654400484956,MDA,MYS
"('ZA', 'DK')",ZA,DK,0.9118869212017059,ZAF,DNK
"('RO', 'PT')",RO,PT,0.9112870119384772,ROU,PRT
"('ES', 'RS')",ES,RS,0.9107044689663234,ESP,SRB
"('RO', 'TW')",RO,TW,0.9105464285791813,ROU,TWN
"('DZ', 'CR')",DZ,CR,0.9105055135909759,DZA,CRI
"('RS', 'IL')",RS,IL,0.9102468976080083,SRB,ISR
"('BZ', 'FR')",BZ,FR,0.9098474096801593,BLZ,FRA
"('TW', 'BR')",TW,BR,0.9097532132364654,TWN,BRA
"('GR', 'CR')",GR,CR,0.9096317298477672,GRC,CRI
"('BZ', 'RO')",BZ,RO,0.9095767173439454,BLZ,ROU
"('LU', 'MY')",LU,MY,0.9094184618512684,LUX,MYS
"('BZ', 'MD')",BZ,MD,0.9089235868773384,BLZ,MDA
"('SE', 'MY')",SE,MY,0.908819472058835,SWE,MYS
"('MX', 'TW')",MX,TW,0.9087929910756225,MEX,TWN
"('AU', 'MY')",AU,MY,0.9087846871153388,AUS,MYS
"('MY', 'BR')",MY,BR,0.9086836170980636,MYS,BRA
"('JP', 'TW')",JP,TW,0.9083661247228679,JPN,TWN
"('SE', 'CL')",SE,CL,0.9077430078049641,SWE,CHL
"('SK', 'CL')",SK,CL,0.9076664992829487,SVK,CHL
"('CL', 'CR')",CL,CR,0.9074786302589934,CHL,CRI
"('CO', 'MY')",CO,MY,0.9071406825224043,COL,MYS
"('BZ', 'DK')",BZ,DK,0.9071139237682946,BLZ,DNK
"('MY', 'DZ')",MY,DZ,0.9068678958659857,MYS,DZA
"('BZ', 'RS')",BZ,RS,0.9066154089918869,BLZ,SRB
"('AU', 'TW')",AU,TW,0.9059977044501455,AUS,TWN
"('FI', 'CR')",FI,CR,0.9054120898814961,FIN,CRI
"('CL', 'MY')",CL,MY,0.9052671379949272,CHL,MYS
"('BZ', 'IL')",BZ,IL,0.9050617379396247,BLZ,ISR
"('CL', 'DZ')",CL,DZ,0.9046765743627808,CHL,DZA
"('BE', 'CR')",BE,CR,0.9045280449186474,BEL,CRI
"('FI', 'GR')",FI,GR,0.9045012102175862,FIN,GRC
"('CL', 'LU')",CL,LU,0.9039779170443967,CHL,LUX
"('KR', 'SA')",KR,SA,0.9037043475055334,KOR,SAU
"('PE', 'MY')",PE,MY,0.9036643102725788,PER,MYS
"('BZ', 'HU')",BZ,HU,0.9033761505451626,BLZ,HUN
"('SE', 'TW')",SE,TW,0.9031484292359314,SWE,TWN
"('BZ', 'AU')",BZ,AU,0.9030186195936561,BLZ,AUS
"('ID', 'FI')",ID,FI,0.902878516245144,IDN,FIN
"('HK', 'CN')",HK,CN,0.9025856762922875,HKG,CHN
"('RS', 'CZ')",RS,CZ,0.9022989675962088,SRB,CZE
"('FR', 'TW')",FR,TW,0.9020326849238264,FRA,TWN
"('HU', 'TW')",HU,TW,0.901457746377039,HUN,TWN
"('CL', 'PL')",CL,PL,0.9013102238614145,CHL,POL
"('MY', 'PL')",MY,PL,0.9003825418101544,MYS,POL
"('BE', 'PT')",BE,PT,0.9003789883479197,BEL,PRT
"('TW', 'IL')",TW,IL,0.9000800688419872,TWN,ISR
"('MY', 'SC')",MY,SC,0.899703204679564,MYS,SYC
"('NZ', 'TW')",NZ,TW,0.8994721561629786,NZL,TWN
"('TW', 'NO')",TW,NO,0.8994514533886729,TWN,NOR
"('MY', 'AT')",MY,AT,0.8992368195670426,MYS,AUT
"('NZ', 'RS')",NZ,RS,0.8990014738996209,NZL,SRB
"('HU', 'RS')",HU,RS,0.8986598833169784,HUN,SRB
"('ZA', 'NO')",ZA,NO,0.8983395261703425,ZAF,NOR
"('LT', 'RS')",LT,RS,0.8976709639127399,LTU,SRB
"('SK', 'TW')",SK,TW,0.8973707540288265,SVK,TWN
"('KE', 'TW')",KE,TW,0.8971204112972018,KEN,TWN
"('CA', 'MY')",CA,MY,0.8970199478655981,CAN,MYS
"('FR', 'MY')",FR,MY,0.896924831858773,FRA,MYS
"('SK', 'MY')",SK,MY,0.8967145417597586,SVK,MYS
"('BZ', 'NL')",BZ,NL,0.8966439166454232,BLZ,NLD
"('LU', 'TW')",LU,TW,0.8964344014347403,LUX,TWN
"('TW', 'DK')",TW,DK,0.8964336782348754,TWN,DNK
"('ID', 'ZA')",ID,ZA,0.8962865851597529,IDN,ZAF
"('BZ', 'DZ')",BZ,DZ,0.8962170440178926,BLZ,DZA
"('BZ', 'BE')",BZ,BE,0.8961230673164083,BLZ,BEL
"('PT', 'GR')",PT,GR,0.8960321942319059,PRT,GRC
"('NL', 'TW')",NL,TW,0.8959574418470823,NLD,TWN
"('NL', 'RS')",NL,RS,0.8954743583766406,NLD,SRB
"('ZA', 'PL')",ZA,PL,0.8952358947078296,ZAF,POL
"('ID', 'CZ')",ID,CZ,0.8951853960579468,IDN,CZE
"('RO', 'MY')",RO,MY,0.8949800698402218,ROU,MYS
"('MX', 'RS')",MX,RS,0.8945015960836331,MEX,SRB
"('BZ', 'JP')",BZ,JP,0.8944206539071625,BLZ,JPN
"('CL', 'CA')",CL,CA,0.893576305536827,CHL,CAN
"('RS', 'DK')",RS,DK,0.8920456108350265,SRB,DNK
"('ZA', 'DZ')",ZA,DZ,0.8917625751701047,ZAF,DZA
"('FR', 'CL')",FR,CL,0.8914384726611436,FRA,CHL
"('LT', 'TW')",LT,TW,0.8906298713969855,LTU,TWN
"('RO', 'CL')",RO,CL,0.8905873534129795,ROU,CHL
"('MD', 'RS')",MD,RS,0.8902074080270654,MDA,SRB
"('NO', 'RS')",NO,RS,0.8900032538366689,NOR,SRB
"('ID', 'RS')",ID,RS,0.8895697618430655,IDN,SRB
"('BZ', 'CA')",BZ,CA,0.8895387918688448,BLZ,CAN
"('SE', 'ZA')",SE,ZA,0.8893580953869483,SWE,ZAF
"('US', 'BZ')",US,BZ,0.8889477450773713,USA,BLZ
"('ZA', 'CA')",ZA,CA,0.8888904498201586,ZAF,CAN
"('TW', 'CA')",TW,CA,0.8884878079769363,TWN,CAN
"('ZA', 'RS')",ZA,RS,0.8875370184359102,ZAF,SRB
"('BZ', 'NZ')",BZ,NZ,0.8874883089079254,BLZ,NZL
"('RS', 'DZ')",RS,DZ,0.8872628495522478,SRB,DZA
"('ID', 'IS')",ID,IS,0.8872060590231189,IDN,ISL
"('MY', 'BE')",MY,BE,0.8870712334330326,MYS,BEL
"('ID', 'CL')",ID,CL,0.8860499962946117,IDN,CHL
"('TW', 'PL')",TW,PL,0.8859967229327579,TWN,POL
"('TW', 'IS')",TW,IS,0.8847340537739826,TWN,ISL
"('BZ', 'LT')",BZ,LT,0.8846018961639386,BLZ,LTU
"('ZA', 'LU')",ZA,LU,0.8842430130237297,ZAF,LUX
"('TW', 'BE')",TW,BE,0.8840691701037102,TWN,BEL
"('TW', 'AT')",TW,AT,0.882966567656488,TWN,AUT
"('BZ', 'TW')",BZ,TW,0.8826472304943893,BLZ,TWN
"('LU', 'RS')",LU,RS,0.882098099082833,LUX,SRB
"('US', 'RS')",US,RS,0.8818123410629598,USA,SRB
"('BZ', 'MX')",BZ,MX,0.8812123041759348,BLZ,MEX
"('BZ', 'PL')",BZ,PL,0.8808777723268336,BLZ,POL
"('RO', 'ZA')",RO,ZA,0.8804195408466692,ROU,ZAF
"('SE', 'RS')",SE,RS,0.8802247622213573,SWE,SRB
"('MY', 'GR')",MY,GR,0.8801193131497776,MYS,GRC
"('CL', 'BE')",CL,BE,0.8797246996525363,CHL,BEL
"('US', 'TW')",US,TW,0.8787903679390943,USA,TWN
"('AU', 'RS')",AU,RS,0.8784697791869094,AUS,SRB
"('JP', 'RS')",JP,RS,0.877534304939037,JPN,SRB
"('FR', 'ZA')",FR,ZA,0.8769503183653116,FRA,ZAF
"('BZ', 'IS')",BZ,IS,0.8762702235698098,BLZ,ISL
"('TW', 'DZ')",TW,DZ,0.876217260089855,TWN,DZA
"('KE', 'RS')",KE,RS,0.8755794021422231,KEN,SRB
"('VN', 'FI')",VN,FI,0.8754188275528683,VNM,FIN
"('BZ', 'BR')",BZ,BR,0.8753627119141132,BLZ,BRA
"('CO', 'TW')",CO,TW,0.8746832087654964,COL,TWN
"('ID', 'MY')",ID,MY,0.8742793275768794,IDN,MYS
"('TW', 'PT')",TW,PT,0.8735761835618273,TWN,PRT
"('BZ', 'GR')",BZ,GR,0.873412160256401,BLZ,GRC
"('VN', 'PT')",VN,PT,0.873264023250346,VNM,PRT
"('VN', 'ZA')",VN,ZA,0.8717092602395503,VNM,ZAF
"('TW', 'GR')",TW,GR,0.8715169167059826,TWN,GRC
"('TW', 'FI')",TW,FI,0.8707309733607089,TWN,FIN
"('BZ', 'CL')",BZ,CL,0.8705510334654154,BLZ,CHL
"('BZ', 'CZ')",BZ,CZ,0.8700384780789358,BLZ,CZE
"('CL', 'GR')",CL,GR,0.8695700807178465,CHL,GRC
"('BZ', 'KE')",BZ,KE,0.8676552038063617,BLZ,KEN
"('PE', 'TW')",PE,TW,0.8668175319959909,PER,TWN
"('CO', 'RS')",CO,RS,0.8658352198499314,COL,SRB
"('ZA', 'GR')",ZA,GR,0.8655920867729754,ZAF,GRC
"('ZA', 'BE')",ZA,BE,0.8641306069634007,ZAF,BEL
"('RS', 'SC')",RS,SC,0.8636400135068396,SRB,SYC
"('MY', 'CR')",MY,CR,0.8619825523016278,MYS,CRI
"('BZ', 'AT')",BZ,AT,0.8615736088094593,BLZ,AUT
"('RS', 'BR')",RS,BR,0.8614176533387655,SRB,BRA
"('FR', 'RS')",FR,RS,0.860481181241857,FRA,SRB
"('PE', 'RS')",PE,RS,0.8596567566870155,PER,SRB
"('BZ', 'MY')",BZ,MY,0.8592052280811999,BLZ,MYS
"('RO', 'RS')",RO,RS,0.8564838856561189,ROU,SRB
"('CA', 'RS')",CA,RS,0.8542593046675891,CAN,SRB
"('NZ', 'ID')",NZ,ID,0.8532667785212685,NZL,IDN
"('BZ', 'VN')",BZ,VN,0.8514462190597082,BLZ,VNM
"('RS', 'PL')",RS,PL,0.8509187677315864,SRB,POL
"('BZ', 'PT')",BZ,PT,0.8503984033625204,BLZ,PRT
"('MX', 'ID')",MX,ID,0.8493313624997352,MEX,IDN
"('CO', 'BZ')",CO,BZ,0.8487200059285501,COL,BLZ
"('TW', 'SC')",TW,SC,0.8482328396142823,TWN,SYC
"('RS', 'BE')",RS,BE,0.8481595032503956,SRB,BEL
"('RS', 'AT')",RS,AT,0.8463189709139403,SRB,AUT
"('BZ', 'SK')",BZ,SK,0.8461826881731582,BLZ,SVK
"('VN', 'ID')",VN,ID,0.8451939699910203,VNM,IDN
"('AD', 'RS')",AD,RS,0.8450734321464918,AND,SRB
"('BZ', 'PE')",BZ,PE,0.8449839922446328,BLZ,PER
"('TW', 'CZ')",TW,CZ,0.8432959843972596,TWN,CZE
"('LT', 'ID')",LT,ID,0.8406024532593763,LTU,IDN
"('BZ', 'SC')",BZ,SC,0.8405379869118764,BLZ,SYC
"('HK', 'PE')",HK,PE,0.8402258527363866,HKG,PER
"('SK', 'RS')",SK,RS,0.8382354099974447,SVK,SRB
"('NL', 'ID')",NL,ID,0.8377547235725735,NLD,IDN
"('CO', 'ID')",CO,ID,0.83730887607047,COL,IDN
"('VN', 'CL')",VN,CL,0.8372637421591484,VNM,CHL
"('CL', 'TW')",CL,TW,0.8371889974562022,CHL,TWN
"('ID', 'IL')",ID,IL,0.8371495785445019,IDN,ISR
"('KE', 'ID')",KE,ID,0.8360445210065366,KEN,IDN
"('HK', 'CR')",HK,CR,0.8360421889714059,HKG,CRI
"('TW', 'MY')",TW,MY,0.8358011015441501,TWN,MYS
"('SG', 'RS')",SG,RS,0.8356965371611146,SGP,SRB
"('PE', 'ID')",PE,ID,0.8354495476243148,PER,IDN
"('TW', 'CR')",TW,CR,0.835360670063541,TWN,CRI
"('ES', 'ID')",ES,ID,0.8335560201951564,ESP,IDN
"('ID', 'BR')",ID,BR,0.8330797175500692,IDN,BRA
"('CO', 'HK')",CO,HK,0.8325862643620534,COL,HKG
"('HK', 'BR')",HK,BR,0.8323005234443496,HKG,BRA
