,countryA_alpha2,countryB_alpha2,metric,countryA_alpha3,countryB_alpha3
16,UA,SE,0.0,UKR,SWE
17,UA,NZ,0.0,UKR,NZL
18,UA,FR,0.0,UKR,FRA
19,UA,ID,0.0,UKR,IDN
20,UA,ZA,0.02,UKR,ZAF
21,UA,HU,0.0,UKR,HUN
22,UA,SK,0.0,UKR,SVK
23,UA,CL,0.02,UKR,CHL
24,UA,CN,0.08,UKR,CHN
25,UA,LU,0.0,UKR,LUX
26,UA,IN,0.08,UKR,IND
27,UA,SG,0.0,UKR,SGP
28,UA,TW,0.0,UKR,TWN
29,UA,MD,0.0,UKR,MDA
30,UA,NO,0.0,UKR,NOR
31,UA,RU,0.14,UKR,RUS
32,UA,AD,0.0,UKR,AND
33,UA,CA,0.0,UKR,CAN
34,UA,RS,0.0,UKR,SRB
35,UA,FI,0.0,UKR,FIN
36,UA,MY,0.0,UKR,MYS
37,UA,BE,0.0,UKR,BEL
38,UA,IS,0.02,UKR,ISL
39,UA,VE,0.04,UKR,VEN
40,UA,PT,0.0,UKR,PRT
41,UA,DK,0.0,UKR,DNK
42,UA,CZ,0.0,UKR,CZE
43,UA,IL,0.0,UKR,ISR
44,UA,TR,0.04,UKR,TUR
45,UA,PL,0.0,UKR,POL
46,UA,DZ,0.0,UKR,DZA
47,UA,BR,0.0,UKR,BRA
48,UA,SC,0.02,UKR,SYC
49,UA,SA,0.06,UKR,SAU
50,UA,AT,0.0,UKR,AUT
51,UA,GR,0.0,UKR,GRC
52,UA,CR,0.0,UKR,CRI
53,UA,LI,0.0,UKR,LIE
54,CO,KR,0.44,COL,KOR
55,CO,US,0.0,COL,USA
56,CO,BG,0.0,COL,BGR
57,CO,BZ,0.0,COL,BLZ
58,CO,AU,0.08,COL,AUS
59,CO,JP,0.08,COL,JPN
60,CO,NL,0.06,COL,NLD
61,CO,HK,0.04,COL,HKG
62,CO,LT,0.04,COL,LTU
63,CO,RO,0.0,COL,ROU
64,CO,KE,0.0,COL,KEN
65,CO,ES,0.04,COL,ESP
66,CO,VN,0.0,COL,VNM
67,CO,MX,0.02,COL,MEX
68,CO,PE,0.0,COL,PER
69,CO,SE,0.04,COL,SWE
70,CO,NZ,0.0,COL,NZL
71,CO,FR,0.02,COL,FRA
72,CO,ID,0.0,COL,IDN
73,CO,ZA,0.02,COL,ZAF
74,CO,HU,0.02,COL,HUN
75,CO,SK,0.02,COL,SVK
76,CO,CL,0.02,COL,CHL
77,CO,CN,0.18,COL,CHN
78,CO,LU,0.02,COL,LUX
79,CO,IN,0.16,COL,IND
80,CO,SG,0.02,COL,SGP
81,CO,TW,0.02,COL,TWN
82,CO,MD,0.02,COL,MDA
83,CO,NO,0.0,COL,NOR
84,CO,RU,0.16,COL,RUS
85,CO,AD,0.0,COL,AND
86,CO,CA,0.0,COL,CAN
87,CO,RS,0.0,COL,SRB
88,CO,FI,0.02,COL,FIN
89,CO,MY,0.0,COL,MYS
90,CO,BE,0.02,COL,BEL
91,CO,IS,0.0,COL,ISL
92,CO,VE,0.02,COL,VEN
93,CO,PT,0.0,COL,PRT
94,CO,DK,0.0,COL,DNK
95,CO,CZ,0.0,COL,CZE
96,CO,IL,0.0,COL,ISR
97,CO,TR,0.04,COL,TUR
98,CO,PL,0.0,COL,POL
99,CO,DZ,0.0,COL,DZA
100,CO,BR,0.02,COL,BRA
101,CO,SC,0.02,COL,SYC
102,CO,SA,0.02,COL,SAU
103,CO,AT,0.0,COL,AUT
104,CO,GR,0.0,COL,GRC
105,CO,CR,0.0,COL,CRI
106,CO,LI,0.0,COL,LIE
107,KR,US,0.0,KOR,USA
108,KR,BG,0.0,KOR,BGR
109,KR,BZ,0.0,KOR,BLZ
110,KR,AU,0.04,KOR,AUS
111,KR,JP,0.12,KOR,JPN
112,KR,NL,0.14,KOR,NLD
113,KR,HK,0.1,KOR,HKG
114,KR,LT,0.04,KOR,LTU
115,KR,RO,0.02,KOR,ROU
116,KR,KE,0.0,KOR,KEN
117,KR,ES,0.06,KOR,ESP
118,KR,VN,0.0,KOR,VNM
119,KR,MX,0.02,KOR,MEX
120,KR,PE,0.0,KOR,PER
121,KR,SE,0.06,KOR,SWE
122,KR,NZ,0.06,KOR,NZL
123,KR,FR,0.06,KOR,FRA
124,KR,ID,0.02,KOR,IDN
125,KR,ZA,0.02,KOR,ZAF
126,KR,HU,0.0,KOR,HUN
127,KR,SK,0.0,KOR,SVK
128,KR,CL,0.02,KOR,CHL
129,KR,CN,0.22,KOR,CHN
130,KR,LU,0.06,KOR,LUX
131,KR,IN,0.26,KOR,IND
132,KR,SG,0.02,KOR,SGP
133,KR,TW,0.06,KOR,TWN
134,KR,MD,0.04,KOR,MDA
135,KR,NO,0.0,KOR,NOR
136,KR,RU,0.18,KOR,RUS
137,KR,AD,0.0,KOR,AND
138,KR,CA,0.0,KOR,CAN
139,KR,RS,0.0,KOR,SRB
140,KR,FI,0.02,KOR,FIN
141,KR,MY,0.0,KOR,MYS
142,KR,BE,0.02,KOR,BEL
143,KR,IS,0.0,KOR,ISL
144,KR,VE,0.02,KOR,VEN
145,KR,PT,0.0,KOR,PRT
146,KR,DK,0.0,KOR,DNK
147,KR,CZ,0.0,KOR,CZE
148,KR,IL,0.0,KOR,ISR
149,KR,TR,0.02,KOR,TUR
150,KR,PL,0.04,KOR,POL
151,KR,DZ,0.0,KOR,DZA
152,KR,BR,0.04,KOR,BRA
153,KR,SC,0.02,KOR,SYC
154,KR,SA,0.0,KOR,SAU
155,KR,AT,0.02,KOR,AUT
156,KR,GR,0.0,KOR,GRC
157,KR,CR,0.02,KOR,CRI
158,KR,LI,0.0,KOR,LIE
159,US,BG,0.0,USA,BGR
160,US,BZ,0.0,USA,BLZ
161,US,AU,0.1,USA,AUS
162,US,JP,0.12,USA,JPN
163,US,NL,0.14,USA,NLD
164,US,HK,0.06,USA,HKG
165,US,LT,0.04,USA,LTU
166,US,RO,0.02,USA,ROU
167,US,KE,0.0,USA,KEN
168,US,ES,0.04,USA,ESP
169,US,VN,0.0,USA,VNM
170,US,MX,0.04,USA,MEX
171,US,PE,0.02,USA,PER
172,US,SE,0.06,USA,SWE
173,US,NZ,0.02,USA,NZL
174,US,FR,0.02,USA,FRA
175,US,ID,0.0,USA,IDN
176,US,ZA,0.02,USA,ZAF
177,US,HU,0.02,USA,HUN
178,US,SK,0.02,USA,SVK
179,US,CL,0.02,USA,CHL
180,US,CN,0.28,USA,CHN
181,US,LU,0.02,USA,LUX
182,US,IN,0.24,USA,IND
183,US,SG,0.02,USA,SGP
184,US,TW,0.04,USA,TWN
185,US,MD,0.02,USA,MDA
186,US,NO,0.02,USA,NOR
187,US,RU,0.16,USA,RUS
188,US,AD,0.0,USA,AND
189,US,CA,0.0,USA,CAN
190,US,RS,0.0,USA,SRB
191,US,FI,0.02,USA,FIN
192,US,MY,0.0,USA,MYS
193,US,BE,0.02,USA,BEL
194,US,IS,0.0,USA,ISL
195,US,VE,0.0,USA,VEN
196,US,PT,0.0,USA,PRT
197,US,DK,0.0,USA,DNK
198,US,CZ,0.0,USA,CZE
199,US,IL,0.0,USA,ISR
200,US,TR,0.04,USA,TUR
201,US,PL,0.0,USA,POL
202,US,DZ,0.0,USA,DZA
203,US,BR,0.04,USA,BRA
204,US,SC,0.02,USA,SYC
205,US,SA,0.04,USA,SAU
206,US,AT,0.0,USA,AUT
207,US,GR,0.0,USA,GRC
208,US,CR,0.0,USA,CRI
209,US,LI,0.0,USA,LIE
210,BG,BZ,0.0,BGR,BLZ
211,BG,AU,0.08,BGR,AUS
212,BG,JP,0.04,BGR,JPN
213,BG,NL,0.06,BGR,NLD
214,BG,HK,0.02,BGR,HKG
215,BG,LT,0.02,BGR,LTU
216,BG,RO,0.0,BGR,ROU
217,BG,KE,0.0,BGR,KEN
218,BG,ES,0.02,BGR,ESP
219,BG,VN,0.0,BGR,VNM
220,BG,MX,0.0,BGR,MEX
221,BG,PE,0.0,BGR,PER
222,BG,SE,0.0,BGR,SWE
223,BG,NZ,0.02,BGR,NZL
224,BG,FR,0.0,BGR,FRA
225,BG,ID,0.0,BGR,IDN
226,BG,ZA,0.02,BGR,ZAF
227,BG,HU,0.0,BGR,HUN
228,BG,SK,0.0,BGR,SVK
229,BG,CL,0.02,BGR,CHL
230,BG,CN,0.14,BGR,CHN
231,BG,LU,0.0,BGR,LUX
232,BG,IN,0.14,BGR,IND
233,BG,SG,0.0,BGR,SGP
234,BG,TW,0.0,BGR,TWN
235,BG,MD,0.0,BGR,MDA
236,BG,NO,0.0,BGR,NOR
237,BG,RU,0.12,BGR,RUS
238,BG,AD,0.0,BGR,AND
239,BG,CA,0.0,BGR,CAN
240,BG,RS,0.0,BGR,SRB
241,BG,FI,0.0,BGR,FIN
242,BG,MY,0.0,BGR,MYS
243,BG,BE,0.0,BGR,BEL
244,BG,IS,0.0,BGR,ISL
245,BG,VE,0.02,BGR,VEN
246,BG,PT,0.0,BGR,PRT
247,BG,DK,0.0,BGR,DNK
248,BG,CZ,0.0,BGR,CZE
249,BG,IL,0.0,BGR,ISR
250,BG,TR,0.06,BGR,TUR
251,BG,PL,0.0,BGR,POL
252,BG,DZ,0.0,BGR,DZA
253,BG,BR,0.02,BGR,BRA
254,BG,SC,0.02,BGR,SYC
255,BG,SA,0.1,BGR,SAU
256,BG,AT,0.0,BGR,AUT
257,BG,GR,0.0,BGR,GRC
258,BG,CR,0.0,BGR,CRI
259,BG,LI,0.0,BGR,LIE
260,BZ,AU,0.0,BLZ,AUS
261,BZ,JP,0.0,BLZ,JPN
262,BZ,NL,0.0,BLZ,NLD
263,BZ,HK,0.0,BLZ,HKG
264,BZ,LT,0.0,BLZ,LTU
265,BZ,RO,0.0,BLZ,ROU
266,BZ,KE,0.0,BLZ,KEN
267,BZ,ES,0.0,BLZ,ESP
268,BZ,VN,0.0,BLZ,VNM
269,BZ,MX,0.0,BLZ,MEX
270,BZ,PE,0.0,BLZ,PER
271,BZ,SE,0.0,BLZ,SWE
272,BZ,NZ,0.0,BLZ,NZL
273,BZ,FR,0.0,BLZ,FRA
274,BZ,ID,0.0,BLZ,IDN
275,BZ,ZA,0.0,BLZ,ZAF
276,BZ,HU,0.0,BLZ,HUN
277,BZ,SK,0.0,BLZ,SVK
278,BZ,CL,0.0,BLZ,CHL
279,BZ,CN,0.0,BLZ,CHN
280,BZ,LU,0.0,BLZ,LUX
281,BZ,IN,0.0,BLZ,IND
282,BZ,SG,0.0,BLZ,SGP
283,BZ,TW,0.0,BLZ,TWN
284,BZ,MD,0.0,BLZ,MDA
285,BZ,NO,0.0,BLZ,NOR
286,BZ,RU,0.0,BLZ,RUS
287,BZ,AD,0.0,BLZ,AND
288,BZ,CA,0.0,BLZ,CAN
289,BZ,RS,0.0,BLZ,SRB
290,BZ,FI,0.0,BLZ,FIN
291,BZ,MY,0.0,BLZ,MYS
292,BZ,BE,0.0,BLZ,BEL
293,BZ,IS,0.0,BLZ,ISL
294,BZ,VE,0.0,BLZ,VEN
295,BZ,PT,0.0,BLZ,PRT
296,BZ,DK,0.0,BLZ,DNK
297,BZ,CZ,0.0,BLZ,CZE
298,BZ,IL,0.0,BLZ,ISR
299,BZ,TR,0.0,BLZ,TUR
300,BZ,PL,0.0,BLZ,POL
301,BZ,DZ,0.0,BLZ,DZA
302,BZ,BR,0.0,BLZ,BRA
303,BZ,SC,0.0,BLZ,SYC
304,BZ,SA,0.0,BLZ,SAU
305,BZ,AT,0.0,BLZ,AUT
306,BZ,GR,0.0,BLZ,GRC
307,BZ,CR,0.0,BLZ,CRI
308,BZ,LI,0.0,BLZ,LIE
309,AU,JP,0.08,AUS,JPN
310,AU,NL,0.1,AUS,NLD
311,AU,HK,0.06,AUS,HKG
312,AU,LT,0.04,AUS,LTU
313,AU,RO,0.0,AUS,ROU
314,AU,KE,0.0,AUS,KEN
315,AU,ES,0.04,AUS,ESP
316,AU,VN,0.0,AUS,VNM
317,AU,MX,0.02,AUS,MEX
318,AU,PE,0.0,AUS,PER
319,AU,SE,0.04,AUS,SWE
320,AU,NZ,0.0,AUS,NZL
321,AU,FR,0.02,AUS,FRA
322,AU,ID,0.0,AUS,IDN
323,AU,ZA,0.02,AUS,ZAF
324,AU,HU,0.02,AUS,HUN
325,AU,SK,0.02,AUS,SVK
326,AU,CL,0.02,AUS,CHL
327,AU,CN,0.22,AUS,CHN
328,AU,LU,0.02,AUS,LUX
329,AU,IN,0.14,AUS,IND
330,AU,SG,0.02,AUS,SGP
331,AU,TW,0.02,AUS,TWN
332,AU,MD,0.0,AUS,MDA
333,AU,NO,0.0,AUS,NOR
334,AU,RU,0.18,AUS,RUS
335,AU,AD,0.0,AUS,AND
336,AU,CA,0.0,AUS,CAN
337,AU,RS,0.0,AUS,SRB
338,AU,FI,0.02,AUS,FIN
339,AU,MY,0.0,AUS,MYS
340,AU,BE,0.02,AUS,BEL
341,AU,IS,0.0,AUS,ISL
342,AU,VE,0.0,AUS,VEN
343,AU,PT,0.0,AUS,PRT
344,AU,DK,0.0,AUS,DNK
345,AU,CZ,0.0,AUS,CZE
346,AU,IL,0.0,AUS,ISR
347,AU,TR,0.04,AUS,TUR
348,AU,PL,0.0,AUS,POL
349,AU,DZ,0.0,AUS,DZA
350,AU,BR,0.02,AUS,BRA
351,AU,SC,0.02,AUS,SYC
352,AU,SA,0.04,AUS,SAU
353,AU,AT,0.0,AUS,AUT
354,AU,GR,0.0,AUS,GRC
355,AU,CR,0.0,AUS,CRI
356,AU,LI,0.0,AUS,LIE
357,JP,NL,0.18,JPN,NLD
358,JP,HK,0.12,JPN,HKG
359,JP,LT,0.04,JPN,LTU
360,JP,RO,0.02,JPN,ROU
361,JP,KE,0.0,JPN,KEN
362,JP,ES,0.04,JPN,ESP
363,JP,VN,0.0,JPN,VNM
364,JP,MX,0.02,JPN,MEX
365,JP,PE,0.0,JPN,PER
366,JP,SE,0.06,JPN,SWE
367,JP,NZ,0.04,JPN,NZL
368,JP,FR,0.06,JPN,FRA
369,JP,ID,0.02,JPN,IDN
370,JP,ZA,0.02,JPN,ZAF
371,JP,HU,0.02,JPN,HUN
372,JP,SK,0.02,JPN,SVK
373,JP,CL,0.02,JPN,CHL
374,JP,CN,0.28,JPN,CHN
375,JP,LU,0.04,JPN,LUX
376,JP,IN,0.34,JPN,IND
377,JP,SG,0.02,JPN,SGP
378,JP,TW,0.08,JPN,TWN
379,JP,MD,0.06,JPN,MDA
380,JP,NO,0.0,JPN,NOR
381,JP,RU,0.2,JPN,RUS
382,JP,AD,0.0,JPN,AND
383,JP,CA,0.0,JPN,CAN
384,JP,RS,0.0,JPN,SRB
385,JP,FI,0.02,JPN,FIN
386,JP,MY,0.0,JPN,MYS
387,JP,BE,0.02,JPN,BEL
388,JP,IS,0.0,JPN,ISL
389,JP,VE,0.04,JPN,VEN
390,JP,PT,0.0,JPN,PRT
391,JP,DK,0.0,JPN,DNK
392,JP,CZ,0.0,JPN,CZE
393,JP,IL,0.0,JPN,ISR
394,JP,TR,0.04,JPN,TUR
395,JP,PL,0.04,JPN,POL
396,JP,DZ,0.0,JPN,DZA
397,JP,BR,0.04,JPN,BRA
398,JP,SC,0.02,JPN,SYC
399,JP,SA,0.04,JPN,SAU
400,JP,AT,0.02,JPN,AUT
401,JP,GR,0.0,JPN,GRC
402,JP,CR,0.02,JPN,CRI
403,JP,LI,0.0,JPN,LIE
404,NL,HK,0.06,NLD,HKG
405,NL,LT,0.02,NLD,LTU
406,NL,RO,0.0,NLD,ROU
407,NL,KE,0.0,NLD,KEN
408,NL,ES,0.02,NLD,ESP
409,NL,VN,0.0,NLD,VNM
410,NL,MX,0.0,NLD,MEX
411,NL,PE,0.0,NLD,PER
412,NL,SE,0.0,NLD,SWE
413,NL,NZ,0.02,NLD,NZL
414,NL,FR,0.0,NLD,FRA
415,NL,ID,0.0,NLD,IDN
416,NL,ZA,0.02,NLD,ZAF
417,NL,HU,0.02,NLD,HUN
418,NL,SK,0.02,NLD,SVK
419,NL,CL,0.02,NLD,CHL
420,NL,CN,0.18,NLD,CHN
421,NL,LU,0.0,NLD,LUX
422,NL,IN,0.16,NLD,IND
423,NL,SG,0.0,NLD,SGP
424,NL,TW,0.0,NLD,TWN
425,NL,MD,0.0,NLD,MDA
426,NL,NO,0.0,NLD,NOR
427,NL,RU,0.2,NLD,RUS
428,NL,AD,0.0,NLD,AND
429,NL,CA,0.0,NLD,CAN
430,NL,RS,0.0,NLD,SRB
431,NL,FI,0.0,NLD,FIN
432,NL,MY,0.0,NLD,MYS
433,NL,BE,0.0,NLD,BEL
434,NL,IS,0.02,NLD,ISL
435,NL,VE,0.06,NLD,VEN
436,NL,PT,0.0,NLD,PRT
437,NL,DK,0.0,NLD,DNK
438,NL,CZ,0.0,NLD,CZE
439,NL,IL,0.0,NLD,ISR
440,NL,TR,0.06,NLD,TUR
441,NL,PL,0.0,NLD,POL
442,NL,DZ,0.0,NLD,DZA
443,NL,BR,0.02,NLD,BRA
444,NL,SC,0.04,NLD,SYC
445,NL,SA,0.12,NLD,SAU
446,NL,AT,0.0,NLD,AUT
447,NL,GR,0.0,NLD,GRC
448,NL,CR,0.0,NLD,CRI
449,NL,LI,0.0,NLD,LIE
450,HK,LT,0.04,HKG,LTU
451,HK,RO,0.02,HKG,ROU
452,HK,KE,0.0,HKG,KEN
453,HK,ES,0.04,HKG,ESP
454,HK,VN,0.0,HKG,VNM
455,HK,MX,0.02,HKG,MEX
456,HK,PE,0.0,HKG,PER
457,HK,SE,0.06,HKG,SWE
458,HK,NZ,0.04,HKG,NZL
459,HK,FR,0.04,HKG,FRA
460,HK,ID,0.0,HKG,IDN
461,HK,ZA,0.02,HKG,ZAF
462,HK,HU,0.02,HKG,HUN
463,HK,SK,0.04,HKG,SVK
464,HK,CL,0.02,HKG,CHL
465,HK,CN,0.16,HKG,CHN
466,HK,LU,0.04,HKG,LUX
467,HK,IN,0.24,HKG,IND
468,HK,SG,0.04,HKG,SGP
469,HK,TW,0.02,HKG,TWN
470,HK,MD,0.0,HKG,MDA
471,HK,NO,0.0,HKG,NOR
472,HK,RU,0.16,HKG,RUS
473,HK,AD,0.0,HKG,AND
474,HK,CA,0.0,HKG,CAN
475,HK,RS,0.0,HKG,SRB
476,HK,FI,0.02,HKG,FIN
477,HK,MY,0.0,HKG,MYS
478,HK,BE,0.02,HKG,BEL
479,HK,IS,0.0,HKG,ISL
480,HK,VE,0.0,HKG,VEN
481,HK,PT,0.0,HKG,PRT
482,HK,DK,0.0,HKG,DNK
483,HK,CZ,0.0,HKG,CZE
484,HK,IL,0.0,HKG,ISR
485,HK,TR,0.02,HKG,TUR
486,HK,PL,0.02,HKG,POL
487,HK,DZ,0.0,HKG,DZA
488,HK,BR,0.04,HKG,BRA
489,HK,SC,0.02,HKG,SYC
490,HK,SA,0.0,HKG,SAU
491,HK,AT,0.02,HKG,AUT
492,HK,GR,0.0,HKG,GRC
493,HK,CR,0.0,HKG,CRI
494,HK,LI,0.0,HKG,LIE
495,LT,RO,0.0,LTU,ROU
496,LT,KE,0.0,LTU,KEN
497,LT,ES,0.02,LTU,ESP
498,LT,VN,0.0,LTU,VNM
499,LT,MX,0.0,LTU,MEX
500,LT,PE,0.0,LTU,PER
501,LT,SE,0.0,LTU,SWE
502,LT,NZ,0.0,LTU,NZL
503,LT,FR,0.0,LTU,FRA
504,LT,ID,0.0,LTU,IDN
505,LT,ZA,0.02,LTU,ZAF
506,LT,HU,0.0,LTU,HUN
507,LT,SK,0.0,LTU,SVK
508,LT,CL,0.02,LTU,CHL
509,LT,CN,0.1,LTU,CHN
510,LT,LU,0.0,LTU,LUX
511,LT,IN,0.08,LTU,IND
512,LT,SG,0.0,LTU,SGP
513,LT,TW,0.0,LTU,TWN
514,LT,MD,0.0,LTU,MDA
515,LT,NO,0.0,LTU,NOR
516,LT,RU,0.1,LTU,RUS
517,LT,AD,0.0,LTU,AND
518,LT,CA,0.0,LTU,CAN
519,LT,RS,0.0,LTU,SRB
520,LT,FI,0.0,LTU,FIN
521,LT,MY,0.0,LTU,MYS
522,LT,BE,0.0,LTU,BEL
523,LT,IS,0.0,LTU,ISL
524,LT,VE,0.02,LTU,VEN
525,LT,PT,0.0,LTU,PRT
526,LT,DK,0.0,LTU,DNK
527,LT,CZ,0.0,LTU,CZE
528,LT,IL,0.0,LTU,ISR
529,LT,TR,0.02,LTU,TUR
530,LT,PL,0.0,LTU,POL
531,LT,DZ,0.0,LTU,DZA
532,LT,BR,0.0,LTU,BRA
533,LT,SC,0.02,LTU,SYC
534,LT,SA,0.04,LTU,SAU
535,LT,AT,0.0,LTU,AUT
536,LT,GR,0.0,LTU,GRC
537,LT,CR,0.0,LTU,CRI
538,LT,LI,0.0,LTU,LIE
539,RO,KE,0.0,ROU,KEN
540,RO,ES,0.02,ROU,ESP
541,RO,VN,0.0,ROU,VNM
542,RO,MX,0.0,ROU,MEX
543,RO,PE,0.0,ROU,PER
544,RO,SE,0.0,ROU,SWE
545,RO,NZ,0.02,ROU,NZL
546,RO,FR,0.0,ROU,FRA
547,RO,ID,0.0,ROU,IDN
548,RO,ZA,0.02,ROU,ZAF
549,RO,HU,0.02,ROU,HUN
550,RO,SK,0.02,ROU,SVK
551,RO,CL,0.02,ROU,CHL
552,RO,CN,0.18,ROU,CHN
553,RO,LU,0.02,ROU,LUX
554,RO,IN,0.16,ROU,IND
555,RO,SG,0.0,ROU,SGP
556,RO,TW,0.0,ROU,TWN
557,RO,MD,0.0,ROU,MDA
558,RO,NO,0.0,ROU,NOR
559,RO,RU,0.16,ROU,RUS
560,RO,AD,0.0,ROU,AND
561,RO,CA,0.0,ROU,CAN
562,RO,RS,0.0,ROU,SRB
563,RO,FI,0.0,ROU,FIN
564,RO,MY,0.0,ROU,MYS
565,RO,BE,0.0,ROU,BEL
566,RO,IS,0.0,ROU,ISL
567,RO,VE,0.0,ROU,VEN
568,RO,PT,0.0,ROU,PRT
569,RO,DK,0.0,ROU,DNK
570,RO,CZ,0.0,ROU,CZE
571,RO,IL,0.0,ROU,ISR
572,RO,TR,0.08,ROU,TUR
573,RO,PL,0.0,ROU,POL
574,RO,DZ,0.0,ROU,DZA
575,RO,BR,0.02,ROU,BRA
576,RO,SC,0.02,ROU,SYC
577,RO,SA,0.12,ROU,SAU
578,RO,AT,0.0,ROU,AUT
579,RO,GR,0.0,ROU,GRC
580,RO,CR,0.0,ROU,CRI
581,RO,LI,0.0,ROU,LIE
582,KE,ES,0.06,KEN,ESP
583,KE,VN,0.0,KEN,VNM
584,KE,MX,0.02,KEN,MEX
585,KE,PE,0.0,KEN,PER
586,KE,SE,0.02,KEN,SWE
587,KE,NZ,0.0,KEN,NZL
588,KE,FR,0.02,KEN,FRA
589,KE,ID,0.0,KEN,IDN
590,KE,ZA,0.02,KEN,ZAF
591,KE,HU,0.02,KEN,HUN
592,KE,SK,0.04,KEN,SVK
593,KE,CL,0.02,KEN,CHL
594,KE,CN,0.18,KEN,CHN
595,KE,LU,0.02,KEN,LUX
596,KE,IN,0.2,KEN,IND
597,KE,SG,0.02,KEN,SGP
598,KE,TW,0.04,KEN,TWN
599,KE,MD,0.0,KEN,MDA
600,KE,NO,0.0,KEN,NOR
601,KE,RU,0.12,KEN,RUS
602,KE,AD,0.0,KEN,AND
603,KE,CA,0.0,KEN,CAN
604,KE,RS,0.0,KEN,SRB
605,KE,FI,0.02,KEN,FIN
606,KE,MY,0.0,KEN,MYS
607,KE,BE,0.02,KEN,BEL
608,KE,IS,0.0,KEN,ISL
609,KE,VE,0.0,KEN,VEN
610,KE,PT,0.0,KEN,PRT
611,KE,DK,0.0,KEN,DNK
612,KE,CZ,0.0,KEN,CZE
613,KE,IL,0.0,KEN,ISR
614,KE,TR,0.06,KEN,TUR
615,KE,PL,0.0,KEN,POL
616,KE,DZ,0.0,KEN,DZA
617,KE,BR,0.0,KEN,BRA
618,KE,SC,0.02,KEN,SYC
619,KE,SA,0.02,KEN,SAU
620,KE,AT,0.0,KEN,AUT
621,KE,GR,0.0,KEN,GRC
622,KE,CR,0.0,KEN,CRI
623,KE,LI,0.0,KEN,LIE
624,ES,VN,0.0,ESP,VNM
625,ES,MX,0.02,ESP,MEX
626,ES,PE,0.0,ESP,PER
627,ES,SE,0.0,ESP,SWE
628,ES,NZ,0.02,ESP,NZL
629,ES,FR,0.0,ESP,FRA
630,ES,ID,0.0,ESP,IDN
631,ES,ZA,0.02,ESP,ZAF
632,ES,HU,0.02,ESP,HUN
633,ES,SK,0.02,ESP,SVK
634,ES,CL,0.02,ESP,CHL
635,ES,CN,0.18,ESP,CHN
636,ES,LU,0.04,ESP,LUX
637,ES,IN,0.18,ESP,IND
638,ES,SG,0.0,ESP,SGP
639,ES,TW,0.0,ESP,TWN
640,ES,MD,0.0,ESP,MDA
641,ES,NO,0.0,ESP,NOR
642,ES,RU,0.16,ESP,RUS
643,ES,AD,0.0,ESP,AND
644,ES,CA,0.0,ESP,CAN
645,ES,RS,0.0,ESP,SRB
646,ES,FI,0.0,ESP,FIN
647,ES,MY,0.0,ESP,MYS
648,ES,BE,0.0,ESP,BEL
649,ES,IS,0.0,ESP,ISL
650,ES,VE,0.0,ESP,VEN
651,ES,PT,0.0,ESP,PRT
652,ES,DK,0.0,ESP,DNK
653,ES,CZ,0.0,ESP,CZE
654,ES,IL,0.0,ESP,ISR
655,ES,TR,0.08,ESP,TUR
656,ES,PL,0.02,ESP,POL
657,ES,DZ,0.0,ESP,DZA
658,ES,BR,0.02,ESP,BRA
659,ES,SC,0.02,ESP,SYC
660,ES,SA,0.1,ESP,SAU
661,ES,AT,0.0,ESP,AUT
662,ES,GR,0.0,ESP,GRC
663,ES,CR,0.0,ESP,CRI
664,ES,LI,0.0,ESP,LIE
665,VN,MX,0.0,VNM,MEX
666,VN,PE,0.0,VNM,PER
667,VN,SE,0.0,VNM,SWE
668,VN,NZ,0.0,VNM,NZL
669,VN,FR,0.02,VNM,FRA
670,VN,ID,0.0,VNM,IDN
671,VN,ZA,0.02,VNM,ZAF
672,VN,HU,0.02,VNM,HUN
673,VN,SK,0.02,VNM,SVK
674,VN,CL,0.02,VNM,CHL
675,VN,CN,0.12,VNM,CHN
676,VN,LU,0.02,VNM,LUX
677,VN,IN,0.14,VNM,IND
678,VN,SG,0.0,VNM,SGP
679,VN,TW,0.0,VNM,TWN
680,VN,MD,0.0,VNM,MDA
681,VN,NO,0.0,VNM,NOR
682,VN,RU,0.1,VNM,RUS
683,VN,AD,0.0,VNM,AND
684,VN,CA,0.0,VNM,CAN
685,VN,RS,0.0,VNM,SRB
686,VN,FI,0.0,VNM,FIN
687,VN,MY,0.0,VNM,MYS
688,VN,BE,0.0,VNM,BEL
689,VN,IS,0.0,VNM,ISL
690,VN,VE,0.0,VNM,VEN
691,VN,PT,0.0,VNM,PRT
692,VN,DK,0.0,VNM,DNK
693,VN,CZ,0.0,VNM,CZE
694,VN,IL,0.0,VNM,ISR
695,VN,TR,0.04,VNM,TUR
696,VN,PL,0.0,VNM,POL
697,VN,DZ,0.0,VNM,DZA
698,VN,BR,0.02,VNM,BRA
699,VN,SC,0.0,VNM,SYC
700,VN,SA,0.02,VNM,SAU
701,VN,AT,0.0,VNM,AUT
702,VN,GR,0.0,VNM,GRC
703,VN,CR,0.0,VNM,CRI
704,VN,LI,0.0,VNM,LIE
705,MX,PE,0.0,MEX,PER
706,MX,SE,0.04,MEX,SWE
707,MX,NZ,0.0,MEX,NZL
708,MX,FR,0.02,MEX,FRA
709,MX,ID,0.0,MEX,IDN
710,MX,ZA,0.02,MEX,ZAF
711,MX,HU,0.02,MEX,HUN
712,MX,SK,0.02,MEX,SVK
713,MX,CL,0.02,MEX,CHL
714,MX,CN,0.2,MEX,CHN
